order_id,customer_id,order_date,product_category,product_name,quantity,price_per_unit,discount_applied,delivery_status
ORD-00074,CUST-815,2023-11-26,Clothing,T-Shirt,3,496.28,0.05,Returned
ORD-00075,CUST-535,2023-03-24,Electronics,Laptop,4,323.90,0.07,Pending
ORD-00076,CUST-897,2023-01-23,Books,History Book,4,175.61,0.00,Pending
ORD-00077,CUST-826,2023-11-30,Electronics,Smartwatch,4,264.19,0.05,Cancelled
ORD-00078,CUST-15,2023-04-20,Books,Biography,2,221.53,0.11,Delivered
ORD-00079,CUST-295,2023-08-25,Food & Beverage,Energy Drink,5,167.38,0.00,Cancelled
ORD-00080,CUST-685,2023-04-18,Electronics,Tablet,1,183.89,0.00,Cancelled
ORD-00081,CUST-100,2023-10-16,Books,History Book,3,467.15,0.00,Returned
ORD-00082,CUST-488,2023-01-05,Clothing,Jeans,5,83.44,0.00,Shipped
ORD-00083,CUST-653,2023-03-02,Clothing,Dress,3,313.05,0.00,Cancelled
ORD-00084,CUST-47,2023-03-23,Electronics,Headphones,5,498.10,0.00,Returned
ORD-00085,CUST-489,2023-06-03,Electronics,Laptop,5,136.39,0.00,Pending
ORD-00086,CUST-905,2023-07-22,Books,Science Book,2,471.61,0.09,Pending
ORD-00087,CUST-230,2023-10-27,Electronics,Tablet,1,31.16,0.09,Delivered
ORD-00088,CUST-372,2023-12-19,Electronics,Tablet,2,427.59,0.00,Delivered
ORD-00089,CUST-254,2023-01-18,Home Goods,Blender,1,65.62,0.00,Delivered
ORD-00090,CUST-101,2023-09-05,Electronics,Laptop,5,201.83,0.14,Shipped
ORD-00091,CUST-598,2023-11-12,Food & Beverage,Organic Tea,3,262.01,0.13,Shipped
ORD-00092,CUST-415,2023-02-08,Home Goods,Toaster,2,403.74,0.00,Pending
ORD-00093,CUST-886,2023-05-18,Food & Beverage,Protein Bar,1,63.10,0.00,Cancelled
ORD-00094,CUST-161,2023-02-17,Clothing,Jacket,4,68.80,0.00,Pending
ORD-00095,CUST-684,2023-02-07,Clothing,T-Shirt,3,453.61,0.00,Shipped
ORD-00096,CUST-428,2023-11-05,Food & Beverage,Snack Pack,3,54.32,0.09,Returned
ORD-00097,CUST-614,2023-12-19,Clothing,Jeans,2,420.41,0.16,Delivered
ORD-00098,CUST-899,2023-10-23,Food & Beverage,Energy Drink,5,441.72,0.00,Delivered
ORD-00099,CUST-74,2023-11-21,Books,Biography,3,483.43,0.00,Shipped
ORD-00100,CUST-959,2023-06-02,Books,Science Book,1,242.17,0.00,Returned
ORD-00101,CUST-131,2023-08-24,Clothing,T-Shirt,1,295.09,0.03,Cancelled
ORD-00102,CUST-408,2023-07-10,Books,Science Book,1,432.08,0.00,Cancelled
ORD-00103,CUST-894,2023-02-08,Electronics,Smartphone,4,364.68,0.07,Delivered
ORD-00104,CUST-717,2023-06-14,Home Goods,Toaster,4,188.96,0.00,Returned
ORD-00105,CUST-399,2023-07-24,Electronics,Tablet,4,490.71,0.00,Shipped
ORD-00106,CUST-758,2023-11-15,Books,Fiction Novel,5,339.66,0.00,Delivered
ORD-00107,CUST-146,2023-02-14,Books,Biography,1,475.10,0.00,Cancelled
ORD-00108,CUST-176,2023-03-03,Food & Beverage,Coffee Beans,3,481.32,0.00,Returned
ORD-00109,CUST-384,2023-04-08,Electronics,Headphones,5,292.64,0.08,Pending
ORD-00110,CUST-858,2023-12-12,Clothing,T-Shirt,5,279.57,0.00,Pending
ORD-00111,CUST-979,2023-09-06,Home Goods,Air Fryer,5,403.17,0.00,Shipped
ORD-00112,CUST-393,2023-09-16,Electronics,Tablet,1,314.13,0.18,Delivered
ORD-00113,CUST-655,2023-09-12,Food & Beverage,Snack Pack,4,326.30,0.03,Cancelled
ORD-00114,CUST-801,2023-03-31,Food & Beverage,Organic Tea,4,326.19,0.00,Shipped
ORD-00115,CUST-905,2023-04-06,Food & Beverage,Snack Pack,2,331.27,0.00,Delivered
ORD-00116,CUST-674,2023-09-27,Books,Cookbook,5,402.45,0.00,Returned
ORD-00117,CUST-901,2023-05-13,Food & Beverage,Energy Drink,5,244.62,0.00,Shipped
ORD-00118,CUST-604,2023-01-31,Food & Beverage,Coffee Beans,2,87.86,0.00,Returned
ORD-00119,CUST-40,2023-07-08,Electronics,Smartwatch,5,215.26,0.00,Shipped
ORD-00120,CUST-737,2023-02-28,Electronics,Smartwatch,1,250.17,0.00,Pending
ORD-00121,CUST-514,2023-07-17,Home Goods,Air Fryer,4,464.53,0.00,Shipped
ORD-00122,CUST-904,2023-04-19,Books,Cookbook,5,381.17,0.00,Pending
ORD-00123,CUST-797,2023-12-17,Books,Fiction Novel,5,470.16,0.00,Delivered
ORD-00124,CUST-387,2023-11-25,Electronics,Headphones,2,168.95,0.10,Delivered
ORD-00125,CUST-956,2023-10-05,Electronics,Laptop,3,475.77,0.01,Pending
ORD-00126,CUST-425,2023-06-03,Clothing,Jacket,4,299.16,0.06,Shipped
ORD-00127,CUST-721,2023-11-26,Clothing,Jeans,1,228.31,0.14,Shipped
ORD-00128,CUST-310,2023-09-06,Food & Beverage,Energy Drink,3,496.32,0.00,Delivered
ORD-00129,CUST-516,2023-10-02,Clothing,Sneakers,3,452.41,0.00,Pending
ORD-00130,CUST-818,2023-11-23,Books,History Book,4,454.93,0.00,Pending
ORD-00131,CUST-221,2023-09-04,Books,Fiction Novel,4,217.84,0.00,Delivered
ORD-00132,CUST-213,2022-12-31,Home Goods,Toaster,3,251.57,0.00,Shipped
ORD-00133,CUST-971,2023-11-11,Books,Biography,5,167.14,0.16,Cancelled
ORD-00134,CUST-858,2023-05-21,Clothing,T-Shirt,4,466.18,0.00,Pending
ORD-00135,CUST-996,2023-07-11,Books,Fiction Novel,3,141.24,0.00,Cancelled
ORD-00136,CUST-226,2023-01-27,Books,Biography,1,479.97,0.00,Shipped
ORD-00137,CUST-152,2023-08-23,Home Goods,Blender,2,274.59,0.00,Delivered
ORD-00138,CUST-58,2023-09-04,Food & Beverage,Energy Drink,5,295.09,0.18,Cancelled
ORD-00139,CUST-485,2023-04-22,Home Goods,Coffee Maker,2,343.56,0.18,Cancelled
ORD-00140,CUST-860,2023-03-16,Clothing,Jeans,4,421.69,0.12,Shipped
ORD-00141,CUST-473,2023-11-19,Food & Beverage,Coffee Beans,1,482.35,0.12,Cancelled
ORD-00142,CUST-723,2023-07-26,Home Goods,Blender,2,352.20,0.00,Cancelled
ORD-00143,CUST-173,2023-02-06,Home Goods,Blender,3,217.14,0.00,Delivered
ORD-00144,CUST-864,2023-03-08,Clothing,T-Shirt,2,330.27,0.00,Delivered
ORD-00145,CUST-621,2023-02-18,Books,Fiction Novel,5,389.47,0.05,Delivered
ORD-00146,CUST-913,2023-09-21,Books,Cookbook,3,56.74,0.11,Cancelled
ORD-00147,CUST-955,2023-01-09,Food & Beverage,Protein Bar,1,468.43,0.00,Shipped
ORD-00148,CUST-733,2023-11-07,Electronics,Smartwatch,3,322.31,0.00,Delivered
ORD-00149,CUST-484,2023-03-26,Food & Beverage,Protein Bar,1,112.17,0.00,Pending
ORD-00150,CUST-831,2023-10-20,Home Goods,Blender,3,146.90,0.09,Returned
ORD-00151,CUST-731,2023-04-12,Clothing,Dress,1,50.91,0.00,Pending
ORD-00152,CUST-268,2023-08-05,Electronics,Headphones,2,476.10,0.08,Shipped
ORD-00153,CUST-688,2023-06-25,Books,Science Book,3,279.88,0.00,Returned
ORD-00154,CUST-215,2023-06-20,Electronics,Tablet,1,129.71,0.00,Shipped
ORD-00155,CUST-46,2023-12-25,Clothing,Jacket,5,168.10,0.17,Returned
ORD-00156,CUST-996,2023-01-05,Books,Biography,5,192.93,0.15,Returned
ORD-00157,CUST-882,2023-01-02,Food & Beverage,Snack Pack,3,335.19,0.00,Returned
ORD-00158,CUST-30,2023-09-17,Food & Beverage,Coffee Beans,4,286.46,0.10,Shipped
ORD-00159,CUST-968,2023-04-26,Food & Beverage,Energy Drink,5,178.89,0.00,Cancelled
ORD-00160,CUST-939,2023-04-13,Books,Cookbook,5,27.45,0.00,Returned
ORD-00161,CUST-659,2023-08-14,Home Goods,Coffee Maker,5,316.98,0.18,Delivered
ORD-00162,CUST-718,2023-08-31,Clothing,Jeans,2,158.68,0.00,Delivered
ORD-00163,CUST-287,2023-01-23,Food & Beverage,Organic Tea,5,140.09,0.00,Returned
ORD-00164,CUST-348,2023-11-03,Books,Biography,3,156.25,0.13,Shipped
ORD-00165,CUST-637,2023-08-07,Electronics,Tablet,2,12.22,0.00,Delivered
ORD-00166,CUST-143,2023-12-09,Clothing,T-Shirt,1,180.50,0.00,Cancelled
ORD-00167,CUST-784,2023-03-20,Books,History Book,5,344.24,0.00,Cancelled
ORD-00168,CUST-240,2023-04-06,Food & Beverage,Energy Drink,2,10.51,0.00,Delivered
ORD-00169,CUST-629,2023-02-27,Clothing,Jacket,1,88.28,0.00,Returned
ORD-00170,CUST-833,2023-12-20,Electronics,Laptop,1,250.66,0.00,Pending
ORD-00171,CUST-354,2023-09-17,Home Goods,Toaster,1,19.12,0.00,Delivered
ORD-00172,CUST-26,2023-01-06,Electronics,Laptop,2,264.84,0.00,Cancelled
ORD-00173,CUST-610,2023-05-23,Books,History Book,5,429.52,0.00,Delivered
ORD-00174,CUST-536,2023-06-12,Books,History Book,2,46.11,0.00,Returned
ORD-00175,CUST-968,2023-11-30,Electronics,Smartwatch,4,262.97,0.00,Delivered
ORD-00176,CUST-916,2023-06-05,Books,History Book,1,186.12,0.19,Delivered
ORD-00177,CUST-862,2023-12-08,Home Goods,Toaster,1,151.52,0.00,Returned
ORD-00178,CUST-483,2023-03-17,Clothing,Jeans,4,155.27,0.00,Shipped
ORD-00179,CUST-250,2023-03-25,Electronics,Tablet,4,493.50,0.15,Delivered
ORD-00180,CUST-515,2023-01-19,Clothing,Jacket,5,330.20,0.09,Delivered
ORD-00181,CUST-919,2023-05-12,Electronics,Smartphone,2,385.24,0.00,Pending
ORD-00182,CUST-26,2023-02-16,Books,History Book,4,318.11,0.01,Shipped
ORD-00183,CUST-862,2023-03-01,Food & Beverage,Organic Tea,5,112.46,0.09,Cancelled
ORD-00184,CUST-831,2023-01-19,Food & Beverage,Snack Pack,2,15.01,0.00,Shipped
ORD-00185,CUST-923,2023-07-04,Clothing,Dress,5,469.78,0.05,Delivered
ORD-00186,CUST-89,2023-11-07,Food & Beverage,Coffee Beans,3,279.86,0.00,Cancelled
ORD-00187,CUST-147,2023-06-02,Food & Beverage,Protein Bar,5,384.95,0.00,Shipped
ORD-00188,CUST-878,2023-08-26,Clothing,T-Shirt,5,317.15,0.00,Delivered
ORD-00189,CUST-136,2023-11-06,Food & Beverage,Protein Bar,5,261.32,0.00,Cancelled
ORD-00190,CUST-494,2023-11-06,Home Goods,Air Fryer,4,57.19,0.00,Delivered
ORD-00191,CUST-551,2023-11-20,Clothing,Jeans,5,483.87,0.00,Returned
ORD-00192,CUST-255,2023-05-17,Books,Science Book,3,282.76,0.15,Delivered
ORD-00193,CUST-753,2023-08-02,Electronics,Tablet,3,292.60,0.11,Returned
ORD-00194,CUST-817,2023-10-21,Clothing,Sneakers,5,139.61,0.00,Shipped
ORD-00195,CUST-907,2023-06-15,Food & Beverage,Energy Drink,1,249.58,0.08,Delivered
ORD-00196,CUST-427,2023-11-30,Food & Beverage,Protein Bar,3,134.94,0.00,Shipped
ORD-00197,CUST-462,2023-03-07,Clothing,Jacket,4,96.14,0.00,Pending
ORD-00198,CUST-266,2023-10-08,Books,Cookbook,1,35.23,0.00,Shipped
ORD-00199,CUST-291,2023-11-22,Electronics,Smartwatch,3,147.92,0.15,Cancelled
ORD-00200,CUST-431,2023-07-19,Electronics,Smartwatch,5,17.26,0.00,Shipped
ORD-00201,CUST-109,2023-05-31,Books,History Book,5,155.22,0.00,Delivered
ORD-00202,CUST-800,2023-09-09,Clothing,Dress,3,309.11,0.12,Returned
ORD-00203,CUST-542,2023-12-15,Clothing,Jacket,1,169.50,0.13,Shipped
ORD-00204,CUST-187,2023-08-12,Food & Beverage,Snack Pack,1,481.18,0.00,Cancelled
ORD-00205,CUST-825,2023-05-16,Books,Biography,5,466.92,0.19,Pending
ORD-00206,CUST-532,2022-12-31,Food & Beverage,Organic Tea,5,446.40,0.00,Returned
ORD-00207,CUST-727,2023-08-25,Clothing,Sneakers,4,349.25,0.12,Shipped
ORD-00208,CUST-338,2023-09-19,Home Goods,Blender,4,82.34,0.00,Pending
ORD-00209,CUST-880,2023-06-08,Clothing,Jacket,2,276.00,0.00,Delivered
ORD-00210,CUST-770,2023-09-08,Electronics,Smartphone,3,307.59,0.00,Cancelled
ORD-00211,CUST-447,2023-08-08,Books,History Book,2,306.69,0.00,Pending
ORD-00212,CUST-234,2023-11-24,Food & Beverage,Protein Bar,4,393.68,0.00,Delivered
ORD-00213,CUST-324,2023-03-02,Food & Beverage,Organic Tea,1,234.39,0.00,Pending
ORD-00214,CUST-57,2023-01-07,Home Goods,Vacuum Cleaner,4,423.90,0.00,Shipped
ORD-00215,CUST-914,2023-12-07,Books,Cookbook,5,126.26,0.00,Delivered
ORD-00216,CUST-689,2023-12-07,Food & Beverage,Snack Pack,5,403.14,0.00,Returned
ORD-00217,CUST-375,2023-06-27,Home Goods,Blender,3,320.11,0.00,Cancelled
ORD-00218,CUST-803,2023-07-08,Food & Beverage,Organic Tea,4,92.04,0.00,Pending
ORD-00219,CUST-195,2023-07-11,Food & Beverage,Energy Drink,5,311.04,0.19,Returned
ORD-00220,CUST-474,2023-02-14,Electronics,Smartwatch,4,20.16,0.00,Pending
ORD-00221,CUST-39,2023-02-06,Books,Science Book,2,335.48,0.00,Shipped
ORD-00222,CUST-847,2023-08-23,Home Goods,Coffee Maker,5,119.74,0.05,Shipped
ORD-00223,CUST-694,2023-01-02,Clothing,T-Shirt,4,417.57,0.00,Cancelled
ORD-00224,CUST-321,2023-12-06,Food & Beverage,Protein Bar,2,279.99,0.17,Shipped
ORD-00225,CUST-706,2023-06-18,Clothing,Jacket,5,241.26,0.00,Pending
ORD-00226,CUST-254,2023-03-01,Books,Cookbook,3,175.40,0.00,Returned
ORD-00227,CUST-544,2023-02-16,Books,Science Book,3,28.36,0.12,Cancelled
ORD-00228,CUST-691,2023-10-13,Electronics,Tablet,4,210.72,0.00,Delivered
ORD-00229,CUST-424,2023-07-25,Electronics,Tablet,3,128.24,0.00,Delivered
ORD-00230,CUST-45,2023-05-10,Books,Fiction Novel,2,431.02,0.07,Shipped
ORD-00231,CUST-274,2023-04-16,Electronics,Headphones,3,240.16,0.00,Shipped
ORD-00232,CUST-468,2023-09-11,Home Goods,Toaster,4,79.05,0.00,Shipped
ORD-00233,CUST-293,2023-06-16,Electronics,Headphones,5,62.65,0.00,Cancelled
ORD-00234,CUST-343,2023-05-04,Home Goods,Coffee Maker,4,258.93,0.00,Returned
ORD-00235,CUST-197,2023-10-14,Home Goods,Vacuum Cleaner,3,337.39,0.00,Pending
ORD-00236,CUST-959,2023-01-27,Clothing,Jeans,2,135.10,0.00,Cancelled
ORD-00237,CUST-187,2023-04-09,Food & Beverage,Protein Bar,4,297.86,0.00,Delivered
ORD-00238,CUST-365,2023-01-08,Electronics,Headphones,1,285.25,0.00,Delivered
ORD-00239,CUST-687,2023-02-08,Home Goods,Vacuum Cleaner,4,204.15,0.12,Pending
ORD-00240,CUST-747,2023-11-18,Books,History Book,1,216.53,0.00,Returned
ORD-00241,CUST-340,2023-05-12,Books,Fiction Novel,3,71.66,0.00,Returned
ORD-00242,CUST-574,2023-04-25,Food & Beverage,Protein Bar,1,339.09,0.00,Shipped
ORD-00243,CUST-434,2023-11-01,Food & Beverage,Energy Drink,1,168.95,0.00,Pending
ORD-00244,CUST-445,2023-02-23,Food & Beverage,Coffee Beans,2,438.23,0.13,Cancelled
ORD-00245,CUST-271,2023-05-02,Electronics,Headphones,3,136.21,0.00,Returned
ORD-00246,CUST-636,2023-08-12,Clothing,Dress,5,30.54,0.00,Pending
ORD-00247,CUST-520,2023-03-18,Electronics,Smartphone,1,122.11,0.00,Shipped
ORD-00248,CUST-997,2023-04-20,Clothing,T-Shirt,5,205.70,0.00,Pending
ORD-00249,CUST-48,2023-05-19,Food & Beverage,Coffee Beans,2,63.95,0.01,Cancelled
ORD-00250,CUST-955,2023-05-11,Food & Beverage,Energy Drink,2,470.06,0.00,Shipped
ORD-00251,CUST-189,2023-11-06,Home Goods,Toaster,2,99.44,0.00,Delivered
ORD-00252,CUST-278,2023-11-15,Books,Science Book,3,39.38,0.00,Cancelled
ORD-00253,CUST-216,2023-10-08,Clothing,Jacket,1,263.88,0.00,Pending
ORD-00254,CUST-337,2023-12-07,Food & Beverage,Energy Drink,1,273.67,0.00,Pending
ORD-00255,CUST-140,2023-04-27,Books,Fiction Novel,4,187.70,0.04,Pending
ORD-00256,CUST-60,2023-03-22,Food & Beverage,Protein Bar,3,192.78,0.00,Returned
ORD-00257,CUST-962,2023-12-08,Books,History Book,4,266.93,0.00,Cancelled
ORD-00258,CUST-116,2023-03-13,Books,Science Book,3,227.11,0.00,Shipped
ORD-00259,CUST-587,2023-02-11,Books,History Book,5,263.01,0.00,Shipped
ORD-00260,CUST-614,2023-07-25,Books,History Book,3,468.65,0.00,Shipped
ORD-00261,CUST-191,2023-08-17,Electronics,Smartwatch,5,245.46,0.11,Shipped
ORD-00262,CUST-176,2023-05-04,Home Goods,Air Fryer,2,407.26,0.00,Delivered
ORD-00263,CUST-122,2023-08-14,Books,History Book,5,49.09,0.00,Shipped
ORD-00264,CUST-584,2023-04-03,Food & Beverage,Coffee Beans,1,347.53,0.02,Returned
ORD-00265,CUST-856,2023-08-05,Electronics,Laptop,4,340.06,0.01,Returned
ORD-00266,CUST-391,2023-06-12,Clothing,Jacket,4,50.39,0.00,Delivered
ORD-00267,CUST-819,2023-04-01,Clothing,Jacket,4,58.33,0.00,Pending
ORD-00268,CUST-673,2023-05-19,Books,History Book,4,24.17,0.00,Shipped
ORD-00269,CUST-532,2023-07-01,Books,Biography,3,436.27,0.00,Delivered
ORD-00270,CUST-423,2023-02-12,Electronics,Tablet,5,333.20,0.00,Cancelled
ORD-00271,CUST-898,2023-06-12,Home Goods,Vacuum Cleaner,4,83.72,0.00,Pending
ORD-00272,CUST-463,2023-10-26,Books,History Book,3,463.43,0.00,Pending
ORD-00273,CUST-357,2023-12-07,Food & Beverage,Coffee Beans,3,27.31,0.00,Returned
ORD-00274,CUST-159,2023-04-07,Electronics,Laptop,2,216.15,0.00,Pending
ORD-00275,CUST-625,2023-09-25,Electronics,Tablet,4,61.70,0.00,Shipped
ORD-00276,CUST-308,2023-03-24,Books,Fiction Novel,5,23.72,0.18,Returned
ORD-00277,CUST-529,2023-05-13,Home Goods,Vacuum Cleaner,1,33.12,0.20,Cancelled
ORD-00278,CUST-640,2023-09-23,Food & Beverage,Protein Bar,1,431.24,0.00,Pending
ORD-00279,CUST-884,2023-03-31,Clothing,Dress,1,120.13,0.00,Pending
ORD-00280,CUST-570,2023-01-25,Home Goods,Blender,1,149.02,0.00,Delivered
ORD-00281,CUST-630,2022-12-31,Electronics,Smartphone,5,384.95,0.00,Returned
ORD-00282,CUST-960,2023-09-07,Books,Biography,4,383.74,0.03,Returned
ORD-00283,CUST-46,2023-10-16,Home Goods,Toaster,3,410.03,0.18,Cancelled
ORD-00284,CUST-671,2023-07-11,Home Goods,Air Fryer,5,149.62,0.00,Pending
ORD-00285,CUST-166,2023-09-15,Clothing,Jeans,3,229.66,0.00,Returned
ORD-00286,CUST-430,2023-10-17,Books,Cookbook,1,22.97,0.11,Returned
ORD-00287,CUST-416,2023-12-10,Books,Biography,4,276.95,0.00,Pending
ORD-00288,CUST-361,2023-04-04,Food & Beverage,Coffee Beans,4,292.04,0.00,Pending
ORD-00289,CUST-403,2023-07-26,Food & Beverage,Organic Tea,2,26.59,0.00,Delivered
ORD-00290,CUST-818,2023-02-10,Electronics,Smartphone,1,88.52,0.04,Cancelled
ORD-00291,CUST-570,2023-08-20,Electronics,Smartwatch,2,221.14,0.00,Delivered
ORD-00292,CUST-451,2023-08-21,Electronics,Tablet,3,40.81,0.00,Delivered
ORD-00293,CUST-203,2023-07-09,Home Goods,Vacuum Cleaner,4,129.85,0.00,Returned
ORD-00294,CUST-725,2023-04-16,Food & Beverage,Snack Pack,3,74.27,0.14,Pending
ORD-00295,CUST-987,2023-12-03,Clothing,Jacket,3,49.31,0.02,Shipped
ORD-00296,CUST-770,2023-05-04,Clothing,T-Shirt,3,206.70,0.18,Shipped
ORD-00297,CUST-953,2023-07-01,Clothing,Jacket,2,126.78,0.00,Returned
ORD-00298,CUST-342,2023-03-22,Home Goods,Blender,4,258.45,0.00,Shipped
ORD-00299,CUST-160,2023-03-21,Electronics,Tablet,2,70.39,0.00,Delivered
ORD-00300,CUST-32,2023-09-18,Electronics,Smartwatch,2,322.93,0.00,Pending
ORD-00301,CUST-206,2023-08-27,Home Goods,Toaster,3,36.49,0.00,Cancelled
ORD-00302,CUST-784,2023-11-01,Books,Cookbook,5,100.95,0.00,Returned
